asv	kingdom	phylum	class	order	family	genus	species
b9f7da1ee6205723766cac4350d11e0d	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Nitrosomonas	NA
76832aaf3eb81c1ce3baf08bbb4d8f11	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	Ambiguous_taxa
85b844ea1c21f5fa364ea1f7053ed1df	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	NA
ada3ede29e1f4351b725d8300c934db4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
86d5ecb8974777fa5686b4f6f8a2fae2	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	uncultured	NA
9db2817f5c42be6a7bcbca662959982d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	NA
9f3dabe8da2d40c83a534873546874b0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
2bd1c4668ed4641ac23c1bb96fef31cb	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
82ea96681e81eeb3bc05dcd8095dab6a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 1	uncultured bacterium
101c60367098e827461d609cce8b16e1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
2bb2ef2563d8915a29deab946c6cbf0b	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
e1d098412c88700cbd3c119e7c62f2ca	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	NA
7445c082bea4184fbdc5c63f4aee659f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	NA
99a647f45d0a39d36d36909432601eb5	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	uncultured bacterium
64a050e1eea657b8df9c6234b77e230c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
18857582b43f0a9b86bd61005157cdad	Bacteria	NA	NA	NA	NA	NA	NA
1d6b15257a0f7808eba008c351e2756d	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	NA
edb2f3262e1e1f5cec808475a3c3fb96	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	NA
3709886c07f3d06eed44e6dcde27b8eb	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
b513cd9ed927c5be5a1be171a339f06d	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
aef003cdda89c9c11ead3c6974eeb51f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
d541688a7f040212fecf0e875f705723	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
23307bb6840d5b04b44147c72099b242	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	NA
f91087040dbc65ffe7d038920443fc56	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter ursingii
81ddc8688713cbd269ec8aa2aef47a50	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	wallaby gut metagenome
8f6964be04dc2a2b5bfbaa4579311ab5	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
71e78165904885629e9bde1f08615f65	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	uncultured bacterium
4e0296f9000583ed490a271ea2869909	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
bb65072ca914e5f007f11edb0779c6c2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
81b2f2ec7df155dbf203359d87f05732	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
5aec123e598783e2b7299961816d6e78	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	NA
9da144bd01ef8fd01cab2f59bfc8982d	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	uncultured bacterium
1b908682d087a82397d13154621790d7	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	uncultured bacterium
c0c3f6b879b929032ee452c5ca6fbe80	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
cd9742e01c97b0c85b2221904b5bd7a8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
763557fd2d9700a14d0905af2da91ace	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
b02a8d33d018119dedb2db15db887bfd	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA
0308b5e1ebed55f367471e486220f343	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	uncultured bacterium
855b4aa0974e129997ce1f5048afda27	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Lachnospiraceae bacterium 609
4a71391caab0d47402a6563e86868903	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Dermabacter	NA
d1e5c224fb52c2d06fb9aebd22d629ad	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	uncultured	uncultured alpha proteobacterium
565b4f421328126f98e9f2aff31630f1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	NA
71fd870257d16afef50e2b89b950bd17	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
29c6426019011e90908801f27d62bd93	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured rumen bacterium
bc8396efc709afb6619ae01a8e59fd1d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
2126260e355eab07e235fc580cfa72cb	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
8fe00f7dae6168bad364fd781636b21d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured bacterium
5c449115aa09e370c0c1629a2d1f85f9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
23aa6daf89537313d0c8f16ea6705de7	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	uncultured	uncultured Verrucomicrobia bacterium
84b88e3f68f89ad5757d7d22360a6687	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
5e293c920cc72bdd96fbe0247a3268b8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	uncultured Eubacteriaceae bacterium
e0ebaedef4b2722b53e0f513583c5caa	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
eb21fde80799a1adf420fe76798f4646	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
eb1d50c9385ec6ea28c4c7199e984eba	Bacteria	NA	NA	NA	NA	NA	NA
5365b6456e6e05e96dec21bf0e065626	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
a6596b0a22bac7716d12baf295c3bc8a	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
e012c9fde52f19515b529bc691ccd1e6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
a83fd8aed8cdd167520c00f55a2487a4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA
6a046481def7aafc002fae109c257ad6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
3632cc616b32d9eef199938e2bd9f804	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
1b4916cc8820da1a6a65f65c49953fc2	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	NA	NA	NA
6c27eea3e80bd931c93122d452afd83a	Bacteria	Actinobacteria	NA	NA	NA	NA	NA
268a90fd23fa73d720c0e745548b5640	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
ce2f5b53622112f4c1cb60dfa791e99d	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	uncultured	uncultured alpha proteobacterium
1296770377efc1dbcffcaa23f01cd3fd	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
12aa61f6ef1e2ed512569d074f0d2464	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
54b07ef31fb459e02d3835b90e57da61	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	horsej-a03	uncultured bacterium
9c7d4df263c59f5db27e20a87ff5bcb0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
3ff249d8aecbf135fd951c896d690d4d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
bc12fb7adc44033a2c074b1c13adfb0b	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	NA
04613da95a6628cd642dcd292782643d	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
74afe1f6e48f6230acf72928dd8a7630	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
f5f09f743b12683e7afbfeebea07d615	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
6885f826da706a6a9f7e7f541083ee22	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
962a408a28d5a5f3bcde9d497b854cd9	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
997a7b3dda94adbdccc7d047533c0da6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
461cd43bfd8131d596451880e82c56d3	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	NA	NA	NA
b089f154018335fefa9c235ade725889	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
04838a7e6e8810cff3a804f0f3113212	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
c0c1aa99f4dfba378e386dbd66c97c61	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	NA
b0954a0afa0669a756edd0605c1b646e	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	uncultured Actinomycetaceae bacterium	uncultured Actinomycetaceae bacterium
dfcec4c1e003ae1288be003c490d4964	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
96c79a1b8fa8d786a798d77db098ff7b	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA
c8855bbd73951f5ce123b410d18d2264	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
dcac9c81e4ab024ddcc1b0d748434f55	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
30d19167cecdef020cad4e16a4ebe078	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	NA
0a1f5ed70dcb37a86924dbd5fde981af	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	Ambiguous_taxa
9fde64265d511a974c59c7717516352b	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
570137888cfa975f06954b5d93e201d2	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	NA
ef7e4e3a2b90f42396fa01a6ba2b62c1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
16f5cc1fee07c086582d71b048c6d422	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
57a0232efdb7d8f4b81c26a50cfa4467	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
180505c96585f60a6f3e813fde659dc8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
17de602f1f2762b3b63771ded99b6e3c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	NA
8aefdba5d765edfb49342cb6c6a6daa8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	NA	NA
8ef43b7bb14cbfdd2c276a077b939bf2	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
5448872ba3e67b234220415f3528bff9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
8b8109a054be971063ed0e16b75c7a9d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
6d04e5fbc5e8c53d3d3eca60d0dbccb7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
a323d2460e83bde5c5f89d39be4960d1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
6c7b9bbf49dcc463d4171d0807411743	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	NA
ad888252a4f1dd059d27f7058e72e1d5	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
3b99b8a1e7916f8baddd1427c62bc193	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
0efc31660bc3b0a1f1b7a8f88150c421	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured methanogenic archaeon
aa7afb5831e345ce7b84b7c3ebb35cfa	Bacteria	NA	NA	NA	NA	NA	NA
2c816842d05ea6093411023bac54387a	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ambiguous_taxa
4da459e410b647a71686ae74880806aa	Bacteria	NA	NA	NA	NA	NA	NA
bcea2edc34b8349f867f78ad7ac024b7	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	NA	NA	NA
446771751762b21fcae7dddf468b13fc	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
298d23d461a94f25cfd1fc358281a92e	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
40b57679ce3282924c62bcca1d02f796	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
78f153970c6afa8c9485879f08416212	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Ambiguous_taxa
f07273196ca98c0c09f351979268752b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
b875d09018e1322b812684952f60f98f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA
9be6fdd69694ddc003a0e3562dc29f95	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
f4a725d7275800fabb77f26f91da4541	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ambiguous_taxa
ba510ccb6c63bd7c2a5be70ed5f3b54c	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
daf2fe9d3b16a0ac3a06afbfdf3f3dc1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA
8cb24777cb48dde0aac60dfeca125d10	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
7ba72a8f6f80fd45920efa8ea047753a	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
5172e9135fc357e0dc6fa31d2e1c2554	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ead5e982d587152d5fbef6d61e395a70	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
71eaadba77985e51041df23379f352af	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	NA	NA	NA
39cb5dccf80b521f4c489145d2082cf7	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	uncultured bacterium
74369878a9a4c897ebfcd856447e4ba1	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	uncultured Verrucomicrobia bacterium
97019d7092543bf3e7dd742dff4a9a46	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	NA
c3436bbeb1a3409971d68e20abb271f8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
3f493b9350d9f9ac20c0aab7db2cdfe3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
8d648ca58f4981be4c056c27100f4387	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
18e9df0504021ffd7f2677107205bc78	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
d1c5c642404a3db5b944951be12e0be3	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	bacterium 'Lincoln Park 3'
a90a526e7cb6bcff6dd38a890921e360	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
79f95ed2be90fb982ed834b719fabdbf	Bacteria	NA	NA	NA	NA	NA	NA
4fa36d65aef43cf33e970092da5b9ad9	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	NA
0b5fdaf0ad4c6b44904b4ba575b7ccf5	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
21b7118acac7ed63bb1e28987d0dc224	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
abc78e4525f86919d65fad69aa93182c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
133403856d68fe525fbda7800e08e821	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
c382a8909fa8b6366bd95effe7099382	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	uncultured	NA
7daba4cefc83283507658a25c9539776	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
1782f7db6cc26e390ece21c492799241	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
d9e18f7484c430487a6866976a51edb4	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	bacterium 'Lincoln Park 3'
c85b6cff4cc867fa812a80d6b2cd0ad2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
a27b4db6d405577e2d815bade3805c98	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	uncultured bacterium
91b97ff7900bb4c08c1e14d4653cff36	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	uncultured bacterium
f70393ee4cbec63451dd24b505883301	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured bacterium
423728d7f2513e0eaa7b7a87b6813524	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	NA
1e122b98df29be3e6d3a15646f3990c2	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
58487c2f780235580a28e37babeda84f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	uncultured bacterium
15da5bd1cfac66b01a87d4328db347cc	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	uncultured bacterium
0347f1058d7b71a1c5af7e24215eab71	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
d6d67196961d0391d9b61071883251a7	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	NA
5537e56985c3c7725a758b631ebb04b8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
3519d0b94ab1efa66f91282f966e64e4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
0723561d927ef753b4fe873ea3e12d2d	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	uncultured bacterium
e67a12889b15b69bcaeb77f0f4c80a30	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
161820e8dcb7b5a0dd4251b5dea2d6dd	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
76daab2b2d61faba0d4716fadf78c0f4	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
40cf7e6033ca9f200b779fee036305fd	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA
098cb688d973fca2662f433c3f8b85a7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
0f29a35d5e7e8dc14ba98dae36fa871a	Bacteria	NA	NA	NA	NA	NA	NA
235ed4f8359119d2ebe466a33f49e81f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
84f68b73b2ce5e72aa5d3b4dc16ccca6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	uncultured rumen bacterium
3554971ffdaa9e62a4607d529a2cc8f3	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	uncultured bacterium
8ad8be56e1d142b6d55ed1e5b7d24c29	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
78c02344cebdd2461da9a7c4a5a7409e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
d15ec090a8a0a25fd8559b9f98012b3c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
f9fdc065539909767419c18deda86f85	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
654bd4a0a6e0aec3146e9e8247939417	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	uncultured	uncultured archaeon
e3abdf6ef54c66d5749c4c2ecd02c677	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
b644da7fa0d5e7b7d82a93e9a9f82d77	Bacteria	NA	NA	NA	NA	NA	NA
61f21587f93b865040a4902f7fce41bc	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	NA	NA	NA
ab4e55511fb310e3bd1f6838a57e808f	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
08920e78836950a1000fdd83e4310c2e	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured alpha proteobacterium	uncultured alpha proteobacterium
46738542a64998e4e1088c9436947660	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
8fa4442379000ad83d5252a40e74734c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
8bd0baaa9ea72c47687ebd4d1aafa380	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
394619d502dc935e23f67c924fa784b9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured bacterium
d5fc98d5f5d7ed60bf3348d4bbcf2861	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
45863061f8b9c85856d0f962c113859d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
cb80e641e1dc68ecb5c146697b15760a	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
940c70124460cca1a960e4f1513764e9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
2dbeb670450d7c6b8f41e5bd77f0c8ab	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
be9b8cc01cfd4293b6935a17f96854ce	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	uncultured	uncultured delta proteobacterium
d0ec942330f47064b13ad4cf8ac7e51d	Bacteria	NA	NA	NA	NA	NA	NA
06b87bbd8067bcc5c9f2c19f6ede0682	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
9d39557beaf08f7afd4e83d9dbde343f	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	uncultured Actinomycetaceae bacterium	uncultured Actinomycetaceae bacterium
031eeca4a3df45d99e8a1d385cd42983	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
22b8e1bc57c128b9d983a9df14426a98	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
87eba77a57314a2d9e62358b0e16c9dd	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
dea47fc09b7841748c287c62f12c2760	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured rumen bacterium
6cab79a253f5c028196e06593be76209	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
